season,player,team,position,gp,avgtoi,hits,takeaways,blocked,minors,shots_against,goals_against,shots_for,goals_for,magpie_score
2021,Ben McCartney,ARI,F,2,14.0417,7,0,0,2,11,1,10,1,18.501961
2021,Markus Niemelainen,EDM,D,20,13.1942,82,4,19,2,152,15,105,6,36.815956
2021,Blake Wheeler,WPG,F,65,19.5387,62,32,37,18,631,68,760,80,11.074024
2021,Brad Richardson,VAN,F,44,10.3023,59,7,20,12,255,16,170,12,16.302755
2021,Ethan Bear,CAR,D,58,16.0802,55,16,41,9,447,39,514,43,14.776075
2021,Frederik Gauthier,NJD,F,8,11.0958,16,0,3,0,53,5,27,1,19.434223
2021,Alexander Barabanov,SJS,F,70,17.1807,53,40,39,7,609,55,628,64,13.545864
2021,Colton Sceviour,EDM,F,35,9.4733,41,9,20,5,201,26,135,10,13.40548
2021,Matthew Peca,STL,F,5,9.6333,3,0,1,0,16,1,16,0,15.03251
2021,Ian Cole,CAR,D,75,17.152,110,29,104,33,563,50,634,54,20.980079
2021,Cole Smith,NSH,F,8,8.8354,21,3,1,0,43,5,31,1,25.337555
2021,Ethan Prow,BUF,D,4,12.7375,2,0,3,0,37,4,25,3,7.24133
2021,Jeff Carter,PIT,F,76,17.6708,99,33,50,18,735,72,743,70,13.830422
2021,Sam Bennett,FLA,F,71,16.9432,119,41,27,34,556,45,807,86,16.723972
2021,Michael Eyssimont,WPG,F,1,5.8167,0,1,0,0,3,0,5,0,19.388889
2021,Seth Griffith,EDM,F,1,5.6167,1,1,0,0,3,1,4,2,13.03675
2021,Kirby Dach,CHI,F,70,18.0443,49,42,44,21,615,80,617,58,9.99387
2021,Nathan Beaulieu,WPG,D,24,10.7701,19,0,19,8,181,20,100,5,8.481059
2021,Derrick Pouliot,SEA,D,11,15.5015,10,3,14,2,78,4,82,10,24.474775
2021,Brett Pesce,CAR,D,70,21.7007,39,45,99,13,806,78,779,71,14.281073
2021,Andreas Johnsson,NJD,F,71,14.3622,64,26,22,15,509,52,566,59,10.933204
2021,Austin Strand,LAK,D,8,15.2896,7,2,5,0,59,7,70,4,12.892726
2021,Lars Eller,WSH,F,72,16.1192,95,37,36,20,580,70,553,54,13.335248
2021,Sebastian Aho,CAR,F,79,18.9538,76,68,23,19,694,68,933,111,13.509649
