season,player,team,position,gp,avgtoi,hits,takeaways,blocked,minors,shots_against,goals_against,shots_for,goals_for,magpie_score
2011,Frans Nielsen,NYI,F,82,17.4526,29,58,66,3,652,68,707,74,14.119831
2011,Jaroslav Spacek,CAR,D,46,16.0837,29,14,68,4,365,23,420,36,22.336795
2011,Kyle Quincey,DET,D,72,21.8597,101,24,94,39,732,76,835,74,14.748841
2011,Carter Ashton,TOR,F,15,10.4167,32,4,2,5,77,10,51,0,16.970347
2011,Josh Gorges,MTL,D,82,22.6268,131,20,250,19,929,78,746,70,29.045878
2011,Nicklas Lidstrom,DET,D,70,23.7707,41,27,79,15,711,60,1036,99,14.01191
2011,Dustin Penner,L.A,F,65,14.3208,90,27,16,14,368,27,490,25,19.940944
2011,Loui Eriksson,DAL,F,82,19.7618,20,50,40,6,800,70,848,96,9.443506
2011,Raphael Diaz,MTL,D,59,18.0045,40,13,102,15,528,39,496,36,18.601644
2011,Jay McClement,COL,F,80,13.7527,72,34,54,13,599,58,400,30,13.967083
2011,Andrew Ebbett,VAN,F,18,9.5833,15,4,9,3,78,5,96,10,17.349138
2011,Taylor Hall,EDM,F,61,18.2186,44,35,34,18,475,46,614,73,12.545479
2011,Jeff Taffe,MIN,F,5,12.91,7,0,2,0,43,2,26,4,16.883173
2011,Adam Pardy,DAL,D,36,16.4694,39,9,49,7,314,31,284,21,16.997978
2011,Max Pacioretty,MTL,F,79,18.2608,104,33,39,25,650,62,855,90,14.356161
2011,Jonathan Ericsson,DET,D,69,17.0908,128,9,43,22,549,37,562,44,19.753627
2011,David Clarkson,N.J,F,80,16.3592,169,32,19,37,474,46,701,71,19.647316
2011,Tommy Wingels,S.J,F,33,13.748,102,14,23,6,184,12,259,12,44.290388
2011,Jordan Staal,PIT,F,62,20.0301,101,39,23,17,560,56,679,65,16.145342
2011,Rene Bourque,MTL,F,76,17.8268,86,32,25,22,659,65,581,45,11.535336
2011,Kristopher Foucault,MIN,F,1,8.8333,0,0,0,0,4,0,2,0,0.0
2011,Wayne Simmonds,PHI,F,82,15.9055,140,30,34,32,553,46,808,78,18.090259
2011,Mike Fisher,NSH,F,72,19.2968,116,44,76,15,709,58,627,85,21.505
2011,Trent Hunter,L.A,F,38,10.0987,72,3,6,4,157,12,189,10,25.676318
2011,Eric Wellwood,PHI,F,24,10.9569,16,13,12,1,125,6,125,16,22.272574
2011,Jeff Schultz,WSH,D,54,15.279,49,10,58,6,471,38,328,25,15.636151
2011,Jeff Halpern,WSH,F,69,12.608,55,22,44,12,413,44,327,24,13.632719
2011,Pavel Kubina,PHI,D,69,19.2713,130,18,119,29,692,70,607,60,19.791206
2011,Sean O'Donnell,CHI,D,51,13.5118,46,11,44,10,372,40,320,23,13.026953
2011,Jed Ortmeyer,MIN,F,35,9.7186,53,14,14,6,188,16,117,4,19.591525
2011,Maxime Macenauer,ANA,F,29,10.8149,17,14,4,9,190,18,86,5,7.853118
2011,Ryan Garbutt,DAL,F,20,8.2825,48,1,3,8,74,7,99,5,21.72596
2011,Lars Eller,MTL,F,79,15.3112,72,42,55,27,577,51,489,39,14.608651
2011,Cody Franson,TOR,D,57,16.1904,102,20,53,11,431,39,476,45,22.839753
2011,Kent Huskins,STL,D,25,15.468,6,0,35,5,184,8,183,17,16.468822
2011,Matt Martin,NYI,F,82,12.3498,374,36,41,32,516,45,428,20,37.968695
2011,Mark Fayne,N.J,D,80,20.1562,83,20,85,13,686,65,690,64,16.780604
