season,player,team,position,gp,avgtoi,hits,takeaways,blocked,minors,shots_against,goals_against,shots_for,goals_for,magpie_score
2023,Ilya Lyubushkin,TOR,D,74,17.1248,176,23,168,22,799,88,526,43,23.426895
2023,Tommy Novak,NSH,F,71,14.2007,5,48,31,4,436,49,657,64,10.035518
2023,Colton Sissons,NSH,F,81,16.5737,137,33,57,19,744,88,695,69,14.944977
2023,Kevin Bahl,NJD,D,82,17.3965,151,19,103,33,750,86,579,66,16.840208
2023,Fredrik Olofsson,COL,F,57,9.7579,45,17,29,4,277,30,191,15,14.586309
2023,Byron Froese,VGK,F,16,10.6687,22,5,8,2,81,7,69,4,21.094164
2023,Michael Bunting,PIT,F,81,15.6856,49,38,21,21,538,65,808,84,8.977632
2023,Connor Murphy,CHI,D,46,19.8319,116,12,113,17,516,61,381,23,23.168909
2023,Adam Fantilli,CBJ,F,49,15.7102,63,18,25,8,388,52,390,36,12.515153
2023,Marc Del Gaizo,NSH,D,9,16.4611,20,4,10,1,80,7,59,8,26.438694
2023,Sam Poulin,PIT,F,3,7.7889,5,0,3,1,10,1,11,0,24.361425
2023,Vincent Trocheck,NYR,F,82,21.4547,175,50,86,26,835,83,1116,146,21.024984
2023,Jonathan Huberdeau,CGY,F,81,17.422,60,52,37,18,623,76,857,79,11.482795
2023,Zach Parise,COL,F,30,12.9672,20,11,25,4,216,23,203,13,12.827154
2023,Sidney Crosby,PIT,F,82,20.0868,101,73,37,20,790,97,1175,134,13.497147
2023,Roby Jarventie,OTT,F,7,7.5214,5,1,6,2,32,6,17,1,9.792312
2023,Arthur Kaliyev,LAK,F,51,11.8023,33,11,14,6,237,24,377,29,11.581272
2023,Reilly Smith,PIT,F,76,16.1338,55,36,28,9,564,44,634,55,13.529226
2023,Pierre-Edouard Bellemare,SEA,F,40,9.8383,20,18,22,3,186,20,136,13,14.317881
2023,Adam Erne,EDM,F,24,7.8188,68,4,5,3,83,6,67,6,39.254656
2023,James Malatesta,CBJ,F,11,10.2167,41,1,2,1,61,5,40,4,36.756609
2023,Evan Bouchard,EDM,D,81,22.9971,71,59,105,16,734,78,1316,169,18.663082
2023,Taylor Hall,CHI,F,10,16.33,7,5,3,2,80,7,82,7,10.792175
2023,Anthony Beauvillier,NSH,F,60,13.5808,53,31,35,4,413,32,392,29,17.918852
2023,Jordan Oesterle,CGY,D,22,13.5174,22,4,33,2,138,19,142,11,18.904776
2023,Alex Laferriere,LAK,F,81,13.2202,113,21,27,20,488,49,540,39,15.201112
2023,John Hayden,SEA,F,2,6.725,3,0,1,0,6,1,5,0,21.139489
2023,Noah Hanifin,VGK,D,80,23.614,63,59,121,13,964,97,985,112,16.111568
2023,Justin Danforth,CBJ,F,71,14.2737,109,27,46,8,605,71,460,45,14.993539
2023,Philipp Kurashev,CHI,F,75,19.0184,27,43,48,10,715,90,699,73,8.575888
2023,Matt Nieto,PIT,F,22,11.6114,14,4,9,2,163,9,93,9,10.783621
2023,Jimmy Vesey,NYR,F,80,12.3769,90,36,28,7,489,44,408,35,17.014851
2023,Mitchell Chaffee,TBL,F,30,11.2883,88,2,20,2,155,10,136,12,42.750006
2023,Lane Hutson,MTL,D,2,22.7167,1,3,0,0,28,4,18,2,7.64442
2023,Jake Leschyshyn,NYR,F,1,6.4667,0,0,1,0,2,1,2,0,7.637795
2023,Chad Ruhwedel,NYR,D,52,12.7003,90,13,44,2,340,30,245,16,25.012345
2023,Ryan Suter,DAL,D,82,18.9398,86,16,111,14,772,67,713,73,17.493337
2023,Sam Reinhart,FLA,F,82,20.2998,78,40,66,13,687,73,1053,131,15.353459
2023,Ben Hutton,VGK,D,41,16.2577,17,11,54,7,274,23,362,37,17.50135
2023,Jake McCabe,TOR,D,73,20.6566,219,16,129,25,776,74,701,81,26.653653
2023,Kevin Hayes,STL,F,79,14.4669,42,41,17,6,588,39,562,47,11.676164
2023,Jesperi Kotkaniemi,CAR,F,79,12.9791,56,26,33,18,437,44,607,51,12.020553
2023,Nikita Kucherov,TBL,F,81,21.6687,45,62,35,11,779,103,1144,174,9.469796
2023,Maxwell Crozier,TBL,D,13,12.9346,16,6,11,2,65,8,64,6,21.962992
2023,Vasily Podkolzin,VAN,F,19,10.8096,70,7,3,4,95,9,97,5,36.71671
2023,Jordan Eberle,SEA,F,78,17.4449,30,59,23,7,540,56,775,79,11.920644
2023,Brandon Tanev,SEA,F,66,14.5871,148,31,62,17,540,45,328,27,24.338774
2023,Sammy Blais,STL,F,53,9.6893,193,15,19,9,261,21,191,10,39.868691
2023,Mathew Barzal,NYI,F,80,20.1325,54,84,52,17,747,80,1069,112,14.168089
2023,Trevor Moore,LAK,F,82,17.9799,91,39,58,13,660,74,865,85,15.197114
2023,Nicolas Roy,VGK,F,70,15.4526,78,41,35,13,515,51,509,56,15.822836
2023,Colton Parayko,STL,D,82,23.8608,113,73,218,10,1108,108,804,83,24.568822
2023,Alexandre Texier,CBJ,F,78,15.1808,57,21,36,19,735,72,552,50,8.176936
2023,Jack Drury,CAR,F,74,12.2791,30,22,35,12,328,32,493,48,12.303401
2023,Boris Katchouk,OTT,F,59,11.4788,82,24,14,6,345,32,299,18,17.632701
2023,Rasmus Kupari,WPG,F,28,9.1411,24,6,10,2,124,14,89,3,13.529443
2023,Conor Sheary,TBL,F,57,11.1023,19,20,35,6,286,30,249,23,11.9818
2023,Jaycob Megna,CHI,D,44,17.5231,60,12,87,11,458,49,285,21,18.458984
2023,Mikey Anderson,LAK,D,74,20.6313,128,14,129,9,732,52,697,61,28.088705
2023,Tony DeAngelo,CAR,D,31,14.3392,4,8,18,2,199,21,277,25,8.134933
2023,Kurtis MacDermid,NJD,F,45,4.833,83,3,11,19,97,3,68,7,23.056534
2023,Teuvo Teravainen,CAR,F,76,16.4018,16,40,26,5,498,51,742,81,9.49485
2023,Derrick Pouliot,DAL,D,5,12.14,4,1,5,0,40,3,33,2,15.885894
2023,Marcus Foligno,MIN,F,55,14.4821,179,26,40,19,390,37,331,30,29.543075
2023,Artem Zub,OTT,D,69,21.0181,139,14,122,16,756,88,687,64,19.647212
2023,Vince Dunn,SEA,D,59,23.087,39,30,64,23,626,47,742,79,13.695129
2023,Nick Cousins,FLA,F,69,12.186,130,31,33,19,371,23,453,25,26.779011
2023,Mitch Marner,TOR,F,69,21.2766,59,59,51,9,649,76,879,120,14.63165
2023,Connor Bedard,CHI,F,68,19.7833,54,47,27,14,684,91,696,78,9.170726
2023,Pavel Mintyukov,ANA,D,63,18.8447,85,18,65,11,614,72,588,55,14.535124
2023,Kevin Rooney,CGY,F,33,11.2157,64,8,29,1,218,30,133,11,20.024936
2023,Ethan Bear,WSH,D,24,14.9056,16,2,31,5,158,17,135,12,15.03064
2023,Henri Jokiharju,BUF,D,74,18.98,92,18,106,12,665,53,665,64,21.592019
2023,Evgeny Kuznetsov,CAR,F,63,17.5521,28,29,18,15,552,53,525,42,7.541539
2023,Mathieu Olivier,CBJ,F,54,11.2821,163,10,36,23,342,29,233,20,25.390729
2023,Jamie Benn,DAL,F,82,15.1199,110,49,50,17,590,53,756,88,19.170553
2023,Dylan Samberg,WPG,D,78,15.6256,65,27,111,15,597,49,544,42,19.861764
2023,Jonny Brodzinski,NYR,F,57,11.1275,34,19,24,4,274,30,334,29,13.134617
2023,Miles Wood,COL,F,74,13.6842,107,41,35,26,588,52,521,43,15.127823
2023,Vladimir Tarasenko,FLA,F,76,15.7368,85,18,39,6,575,54,730,83,14.709163
2023,Adam Gaudette,STL,F,2,9.8,4,1,1,2,6,1,6,1,16.610169
2023,Ronnie Attard,PHI,D,12,15.3847,22,5,14,3,78,8,97,6,25.513435
2023,Phillip Danault,LAK,F,78,18.0212,80,22,60,9,646,66,813,76,14.614771
2023,Ryan McDonagh,NSH,D,74,21.7881,38,35,139,9,866,81,809,76,16.33955
2023,Pavel Buchnevich,STL,F,80,19.8246,43,47,28,19,756,86,910,106,8.243996
2023,Bobby McMann,TOR,F,56,11.5592,117,21,18,13,330,22,330,34,24.548132
2023,Eeli Tolvanen,SEA,F,81,15.6422,210,33,75,12,541,56,635,58,30.998391
2023,Jordan Staal,CAR,F,80,15.3788,142,25,41,21,543,73,610,42,16.085568
2023,Adam Pelech,NYI,D,58,20.2816,64,14,111,12,685,71,512,45,16.185049
2023,Ethan Del Mastro,CHI,D,2,18.575,2,0,0,0,19,2,16,0,6.616207
2023,Parker Wotherspoon,BOS,D,41,17.722,84,12,67,12,364,28,314,27,26.92457
2023,Martin Necas,CAR,F,77,17.3563,77,23,31,21,590,66,830,78,10.827031
2023,Philip Tomasino,NSH,F,41,12.574,13,16,18,6,243,26,286,25,9.157221
2023,Dakota Joshua,VAN,F,63,14.3852,244,29,40,19,456,34,397,44,36.95427
2023,Tyler Seguin,DAL,F,68,16.5471,61,21,22,13,572,54,568,74,10.239438
2023,Pierre-Luc Dubois,LAK,F,82,15.7012,96,21,37,30,523,55,726,62,13.016705
2023,Cole Koepke,TBL,F,9,6.7019,23,2,1,0,29,3,23,3,35.484406
2023,Jordan Kyrou,STL,F,82,18.3317,26,51,32,11,649,77,900,95,8.832838
2023,David Perron,DET,F,76,15.6289,111,31,27,21,527,57,632,79,15.127174
2023,Liam Ohgren,MIN,F,4,14.5125,2,2,0,0,22,2,26,3,11.376776
2023,Conor Garland,VAN,F,82,14.5384,53,51,34,11,463,38,648,70,17.06935
2023,Morgan Frost,PHI,F,71,15.827,57,24,55,11,438,38,689,56,17.737379
2023,Rafael Harvey-Pinard,MTL,F,45,12.6378,47,5,47,3,325,28,195,16,17.455224
2023,Timo Meier,NJD,F,69,17.6014,111,34,42,16,567,78,665,75,14.816193
2023,Bobby Brink,PHI,F,57,13.793,36,10,24,5,331,28,421,36,12.281195
2023,Stefan Noesen,CAR,F,81,11.8632,118,23,25,15,330,27,569,60,23.77638
2023,Ross Johnston,ANA,F,68,8.1971,139,12,27,25,279,21,194,9,22.239826
2023,David Savard,MTL,D,60,20.2414,69,12,163,12,814,86,479,56,17.653703
2023,Cole Perfetti,WPG,F,71,13.5885,26,18,23,6,361,29,552,60,10.882526
2023,Jake Walman,DET,D,63,19.7693,42,18,151,18,730,78,551,63,15.873503
2023,Nate Schmidt,WPG,D,63,16.8164,66,17,76,8,418,34,518,42,23.782214
2023,Matt Coronato,CGY,F,34,12.6113,7,16,7,3,205,29,228,19,6.216934
2023,Marc Johnstone,PIT,F,1,7.3167,2,0,0,0,4,1,0,0,12.930781
2023,Hardy Haman Aktell,WSH,D,6,10.6306,11,1,5,1,33,4,31,2,20.976624
2023,Troy Stecher,EDM,D,54,18.1191,68,13,77,16,542,46,408,38,17.190145
2023,Danton Heinen,BOS,F,74,14.4653,83,33,46,14,557,41,496,55,17.32511
2023,Jonas Brodin,MIN,D,62,23.3723,21,26,142,8,760,77,621,69,16.082765
2023,Tyson Foerster,PHI,F,77,17.2688,102,36,49,16,492,55,770,73,18.795739
2023,Nick Blankenburg,CBJ,D,12,16.2153,21,5,15,1,124,10,98,11,21.987322
2023,Yan Kuznetsov,CGY,D,1,11.9667,0,0,1,0,7,1,5,0,6.309315
2023,Dylan Strome,WSH,F,82,17.95,12,41,61,11,645,73,842,90,9.505295
2023,Dylan McIlrath,WSH,D,3,10.3,9,0,1,1,10,0,15,1,50.738916
2023,Johnathan Kovacevic,MTL,D,62,16.5183,74,9,83,18,597,49,430,44,16.094351
2023,Jaden Schwartz,SEA,F,62,16.3624,46,40,27,12,434,47,514,52,13.212622
2023,Logan O'Connor,COL,F,57,14.9503,60,38,38,14,430,42,411,39,16.04493
2023,William Lockwood,FLA,F,26,8.1987,54,6,8,5,75,2,100,4,42.111073
2023,Ilya Solovyov,CGY,D,10,15.895,12,0,17,2,77,9,75,5,18.303123
2023,Mason Appleton,WPG,F,82,16.048,106,24,44,12,722,51,599,54,16.112585
2023,Kirill Marchenko,CBJ,F,78,16.4139,55,49,39,7,616,59,731,80,13.812529
2023,Alexander Nylander,CBJ,F,28,16.2488,12,6,12,3,258,24,277,28,6.996581
2023,Corey Perry,EDM,F,54,13.3821,44,15,17,17,316,38,352,39,9.667534
2023,Victor Soderstrom,ARI,D,3,15.1889,3,0,6,0,22,2,14,1,26.098854
2023,Nick Seeler,PHI,D,71,16.9484,132,10,205,18,582,55,675,56,32.327301
2023,Jakub Lauko,BOS,F,60,9.8208,176,14,24,12,257,19,192,16,37.432967
2023,Johnny Gaudreau,CBJ,F,81,18.813,2,34,23,6,766,97,909,93,4.105302
2023,Morgan Barron,WPG,F,80,10.4969,122,26,45,10,434,33,347,30,22.882037
2023,Rickard Rakell,PIT,F,70,16.5157,112,28,40,11,502,53,699,74,19.068747
2023,Ryan Poehling,PHI,F,77,14.9957,62,23,101,3,534,62,563,44,18.487177
2023,Matthew Highmore,OTT,F,7,7.7095,3,0,4,0,27,6,14,2,7.366745
2023,Ty Emberson,SJS,D,30,18.5494,94,7,46,3,275,23,228,17,36.007135
2023,Kyle Burroughs,SJS,D,73,19.1457,233,29,134,31,771,96,608,42,23.674268
2023,Jonatan Berggren,DET,F,12,10.8611,2,3,7,1,69,9,61,9,7.338129
2023,Cody Glass,NSH,F,41,13.4321,31,15,20,10,276,28,323,23,11.272846
2023,Mats Zuccarello,MIN,F,69,18.8925,26,38,50,15,513,56,837,97,11.614447
2023,Logan Couture,SJS,F,6,18.7528,8,2,8,2,66,5,42,3,17.111114
2023,Nikolas Matinpalo,OTT,D,4,7.0042,4,0,2,0,16,1,14,2,18.26843
2023,Lawson Crouse,ARI,F,81,16.8171,175,35,57,15,751,77,648,64,19.53797
2023,Matt Rempe,NYR,F,17,5.6255,50,1,5,10,43,3,37,4,27.126817
2023,Zach Hyman,EDM,F,80,19.5004,87,35,37,24,633,69,1174,157,12.673277
2023,Mackie Samoskevich,FLA,F,7,12.0381,5,1,3,0,48,3,43,0,12.880435
2023,Marc Staal,PHI,D,35,13.8119,31,4,44,7,252,26,252,20,15.416099
2023,Mike Matheson,MTL,D,82,25.5528,61,49,186,29,1167,131,1013,107,14.391983
2023,Aaron Ekblad,FLA,D,51,20.8634,85,14,59,20,525,33,571,59,20.213991
2023,Jonah Gadjovich,FLA,F,39,7.4312,82,1,14,21,113,7,115,7,22.4505
2023,Tyler Motte,TBL,F,69,12.443,97,41,41,9,410,41,289,19,21.579195
2023,Juuso Parssinen,NSH,F,44,14.5996,62,16,15,6,306,29,305,27,16.619178
2023,Louis Crevier,CHI,D,24,15.6833,30,4,50,2,245,26,130,7,19.25648
2023,Ian Mitchell,BOS,D,13,15.3077,3,0,13,5,102,6,89,11,9.058321
2023,Travis Konecny,PHI,F,76,19.8404,90,53,32,22,692,91,969,94,11.834046
2023,Brett Howden,VGK,F,72,13.2273,86,30,51,13,537,58,387,38,14.964452
2023,Grigori Denisenko,VGK,F,6,10.8472,14,1,2,1,40,4,29,1,19.568165
2023,Nazem Kadri,CGY,F,82,18.4258,57,56,24,19,648,71,921,105,10.945285
2023,Matt Martin,NYI,F,57,9.3126,151,12,29,14,242,12,195,19,36.932755
2023,Darren Raddysh,TBL,D,82,19.1057,75,14,105,9,738,83,766,83,14.851421
2023,Mark Scheifele,WPG,F,74,20.1856,63,45,40,19,734,59,852,108,12.941296
2023,Taylor Raddysh,CHI,F,73,15.8829,84,43,28,11,624,55,528,26,14.721583
2023,Pat Maroon,BOS,F,51,12.8418,82,15,16,16,312,35,301,28,15.007517
2023,Philip Broberg,EDM,D,12,11.6181,4,2,10,0,73,10,65,6,9.826004
2023,Adam Lowry,WPG,F,81,16.1041,180,38,65,18,685,55,629,52,24.494591
2023,Jason Robertson,DAL,F,82,18.3248,77,60,31,11,549,59,944,117,16.806823
2023,Jack Johnson,COL,D,80,14.9273,78,12,89,8,608,48,553,55,18.504971
2023,Michael Kesselring,ARI,D,65,15.7928,106,14,59,26,479,43,482,53,18.020696
2023,Paul Cotter,VGK,F,76,12.7272,233,35,29,14,477,43,450,38,31.435622
2023,Jacob Bryson,BUF,D,36,14.6769,17,4,40,4,260,16,216,19,16.173949
2023,Trevor van Riemsdyk,WSH,D,70,18.6645,23,27,103,9,641,68,498,46,13.741294
2023,Andreas Athanasiou,CHI,F,28,13.0976,11,19,21,2,213,19,169,14,13.686683
2023,Jordan Martinook,CAR,F,82,14.647,61,32,36,18,480,56,584,45,12.081896
2023,J.T. Miller,VAN,F,81,19.4899,216,36,61,26,713,72,878,137,23.257021
2023,Erik Brannstrom,OTT,D,76,16.591,46,22,111,14,625,61,609,48,15.886962
2023,Samuel Girard,COL,D,59,19.3814,76,23,99,5,577,68,621,56,19.266158
2023,Brandon Montour,FLA,D,66,23.4472,104,18,67,14,646,56,990,95,19.374434
2023,Nick DeSimone,NJD,D,34,13.4809,29,3,42,2,249,18,246,20,19.235468
2023,Ryan Nugent-Hopkins,EDM,F,80,19.6242,62,61,33,19,690,86,1050,128,11.130079
2023,Jonathan Drouin,COL,F,79,18.1852,41,38,33,14,588,61,971,122,10.434725
2023,Barrett Hayton,ARI,F,33,17.0136,17,9,15,8,263,37,304,33,6.781546
2023,Noah Juulsen,VAN,D,54,14.8944,163,8,85,12,402,38,308,25,33.251102
2023,Anthony Cirelli,TBL,F,79,18.5188,64,48,75,14,718,85,714,87,13.573203
2023,Brad Marchand,BOS,F,82,19.1018,115,48,35,36,759,78,860,105,12.879354
2023,Radko Gudas,ANA,D,66,19.5045,232,12,154,42,732,74,524,57,25.923321
2023,Trevor Lewis,LAK,F,82,11.6358,90,15,62,10,483,31,418,30,20.23999
2023,Gustav Olofsson,SEA,D,1,14.95,0,0,3,0,6,0,5,0,74.75
2023,Pierrick Dube,WSH,F,3,9.3278,2,0,3,1,7,0,7,1,28.564137
2023,Akil Thomas,LAK,F,7,8.7286,8,2,3,1,34,4,29,4,14.614535
2023,MacKenzie Entwistle,CHI,F,67,11.3871,138,29,32,14,477,51,340,16,18.617333
2023,Shea Theodore,VGK,D,47,22.0883,9,27,78,2,452,44,622,66,17.152317
2023,Vasily Ponomarev,CAR,F,2,9.675,0,1,1,0,7,1,12,2,11.604198
2023,Mark Kastelic,OTT,F,63,7.7243,126,13,31,21,222,21,207,15,24.031555
2023,Evander Kane,EDM,F,77,16.7768,250,25,29,27,633,63,703,64,23.800094
2023,Adam Larsson,SEA,D,81,22.9451,162,22,151,19,1030,93,760,67,21.352563
2023,Rasmus Andersson,CGY,D,78,23.8263,42,31,186,17,984,117,1017,97,14.774762
2023,Braden Schneider,NYR,D,82,15.8984,167,25,133,8,677,68,634,61,27.406971
2023,Drew O'Connor,PIT,F,79,15.7456,53,37,58,10,642,58,616,58,13.606271
2023,Andrew Copp,DET,F,79,16.2743,33,26,51,13,737,83,515,59,7.785613
2023,Milan Lucic,BOS,F,4,11.9708,12,0,2,1,23,3,22,2,23.643311
2023,Andrew Poturalski,SEA,F,2,6.875,0,0,0,0,9,1,5,0,0.0
2023,Filip Zadina,SJS,F,72,13.3398,55,29,28,8,577,74,421,30,8.941832
2023,Jack Thompson,SJS,D,3,15.6722,4,3,3,0,19,3,18,1,23.739796
2023,Pavel Zacha,BOS,F,78,18.1066,106,28,34,9,723,70,788,100,14.12594
2023,Brett Seney,CHI,F,4,10.3458,9,0,6,3,17,1,15,1,26.580788
2023,Josh Manson,COL,D,76,17.7829,211,46,109,31,672,67,675,61,26.953558
2023,Cole Guttman,CHI,F,27,12.6198,11,14,14,2,191,23,152,9,9.717204
2023,Charlie McAvoy,BOS,D,74,24.8459,158,29,159,30,898,87,975,107,22.593304
2023,Vladislav Kolyachonok,ARI,D,5,12.4733,3,1,6,1,32,2,32,7,17.967925
2023,Mario Ferraro,SJS,D,78,22.8694,124,24,195,18,1140,140,715,63,16.50243
2023,Curtis Lazar,NJD,F,71,12.3897,179,18,64,14,440,39,362,40,29.487043
2023,Casey Mittelstadt,COL,F,80,17.7296,26,45,31,15,584,67,830,98,8.87425
