season,player,team,position,gp,avgtoi,hits,takeaways,blocked,minors,shots_against,goals_against,shots_for,goals_for,magpie_score
2021,Mike Vecchione,WSH,F,1,5.1,0,0,0,0,2,1,5,0,0.0
2021,Pavel Buchnevich,STL,F,73,18.3002,57,46,15,13,668,61,768,107,10.678513
2021,Mika Zibanejad,NYR,F,81,19.6327,67,62,47,6,733,65,906,128,16.245808
2021,Libor Hajek,NYR,D,17,13.1284,7,2,26,4,130,15,89,4,12.109816
2021,Ondrej Kase,TOR,F,50,13.9873,29,28,32,7,351,21,377,37,16.762681
2021,Austin Czarnik,SEA,F,17,10.9,3,6,7,0,74,7,85,12,11.60346
2021,Alex Biega,TOR,D,2,13.1167,5,0,1,0,12,2,13,0,20.584133
2021,Luke Glendening,DAL,F,82,14.1157,179,17,59,6,614,63,387,23,22.667106
2021,Patrick Kane,CHI,F,78,21.8233,11,42,26,9,783,97,1024,116,5.568121
2021,Kyle Palmieri,NYI,F,69,15.6249,77,16,18,22,518,48,561,61,10.760792
2021,Josh Anderson,MTL,F,69,17.2254,153,33,35,23,605,71,586,54,17.115513
2021,Jordan Greenway,MIN,F,62,14.5624,155,14,31,29,446,33,452,55,21.592002
2021,Adam Henrique,ANA,F,58,17.4195,22,18,47,7,492,54,575,71,9.748539
2021,Justin Bailey,VAN,F,14,9.0786,12,7,6,2,81,10,42,1,11.949082
2021,Justin Faulk,STL,D,76,23.1971,149,37,101,15,932,79,894,121,21.389601
2021,Christopher Tanev,CGY,D,82,20.4543,52,29,158,11,859,78,828,85,18.244815
2021,Jordie Benn,MIN,D,39,14.9795,51,6,41,5,337,32,264,30,16.471299
2021,Brandon Carlo,BOS,D,79,19.7053,143,32,104,14,799,71,753,52,22.222661
2021,Quinton Byfield,LAK,F,40,12.1567,20,15,11,10,232,20,222,15,9.371655
2021,Jonathan Dahlen,SJS,F,61,13.7921,16,21,34,6,428,51,491,36,8.065221
2021,Vladimir Tarasenko,STL,F,75,16.9113,83,17,45,11,680,72,748,110,11.768552
2021,Kyle Clifford,TOR,F,25,8.7973,50,5,5,7,118,13,102,8,17.956999
2021,Rickard Rakell,PIT,F,70,17.9852,99,28,44,6,632,59,731,78,17.076105
2021,Milan Lucic,CGY,F,82,12.2565,209,20,22,20,462,39,550,39,25.958104
2021,Adam Lowry,WPG,F,79,15.4804,231,39,43,14,731,63,558,40,25.197015
2021,Alexandre Carrier,NSH,D,77,20.9812,95,27,124,26,914,63,716,73,18.557232
2021,Gabriel Carlsson,CBJ,D,38,12.2671,27,7,33,5,276,20,216,23,14.105502
2021,Haydn Fleury,SEA,D,43,16.0767,76,7,71,5,334,33,301,23,26.20146
2021,Mario Ferraro,SJS,D,63,23.0008,140,31,151,8,844,76,604,54,26.678954
2021,Jake McCabe,CHI,D,75,20.3064,166,18,167,15,956,105,576,49,21.00807
2021,Dean Kukan,CBJ,D,41,16.2919,43,9,39,7,393,39,326,33,12.977297
2021,Michael Bunting,TOR,F,79,15.5424,85,36,21,30,567,64,779,101,10.882824
2021,K'Andre Miller,NYR,D,82,20.6014,151,59,95,12,843,64,803,76,26.086323
2021,Paul LaDue,NYI,D,1,12.7833,2,0,1,0,5,2,3,0,12.546347
2021,Marcus Johansson,WSH,F,69,16.1285,31,26,26,2,468,61,625,51,9.020077
2021,Joey Keane,CAR,D,1,13.6333,1,0,0,1,8,0,5,0,6.302003
2021,Chris Tierney,OTT,F,70,12.4145,42,23,30,7,433,36,440,31,12.198488
2021,Braden Schneider,NYR,D,43,15.4764,60,7,52,4,349,21,250,26,25.026011
2021,Garnet Hathaway,WSH,F,76,13.389,250,23,62,27,498,37,526,49,33.104528
2021,Jon Merrill,MIN,D,69,17.1128,46,6,112,11,716,61,550,59,14.406181
2021,Michael Dal Colle,NYI,F,1,14.5667,0,0,0,0,6,0,5,1,0.0
2021,Tim Stutzle,OTT,F,79,18.4114,125,38,52,17,665,76,873,86,16.651314
2021,Sam Gagner,DET,F,81,13.6202,21,24,25,16,658,78,480,46,4.918814
2021,Jason Spezza,TOR,F,71,10.746,31,32,24,13,358,28,441,37,11.706972
2021,Chris Wagner,BOS,F,1,15.95,11,0,0,0,10,1,6,0,67.61079
2021,Mark Stone,VGK,F,37,18.3432,19,56,24,4,317,34,419,49,17.90832
2021,Darren Raddysh,TBL,D,4,10.6708,4,1,6,0,19,1,20,2,39.560455
2021,Nils Hoglander,VAN,F,60,13.1147,41,25,16,12,400,31,473,28,11.156451
2021,Aleksander Barkov,FLA,F,67,20.3032,50,59,42,9,635,66,942,126,14.208314
2021,Pierre-Edouard Bellemare,TBL,F,80,13.7573,88,26,44,8,599,44,420,43,16.537481
2021,Denis Gurianov,DAL,F,73,14.1852,67,12,32,8,551,34,548,48,13.730247
2021,Nazem Kadri,COL,F,71,19.239,52,36,19,26,602,64,991,123,8.821784
2021,Matt Boldy,MIN,F,47,15.3837,23,27,24,5,341,29,473,64,13.175152
2021,Claude Giroux,FLA,F,75,19.0516,68,28,16,13,652,76,949,90,9.089218
2021,Connor McMichael,WSH,F,68,10.4681,46,15,22,5,328,30,389,27,12.512592
2021,Zac Dalpe,FLA,F,1,6.1333,2,0,1,0,4,1,2,0,18.157895
2021,Jake Leschyshyn,VGK,F,41,11.3012,45,13,23,4,294,23,178,14,15.278726
2021,Mats Zuccarello,MIN,F,70,18.5893,36,48,33,12,592,56,839,113,11.71801
2021,Jay Beagle,ARI,F,33,13.7854,50,9,16,7,307,41,168,5,10.673116
2021,Tyler Benson,EDM,F,29,8.5391,45,3,3,4,127,11,131,6,17.072389
2021,Riley Nash,ARI,F,49,11.4276,46,18,17,5,312,31,203,14,12.795716
2021,Joel Kiviranta,DAL,F,56,9.522,97,7,23,5,238,22,254,15,24.425573
2021,Matthew Highmore,VAN,F,46,12.6949,41,16,38,7,312,23,237,19,17.406681
2021,Philip Broberg,EDM,D,23,13.4696,10,5,10,4,151,21,149,10,6.904083
2021,Otto Koivula,NYI,F,8,10.7438,8,1,4,0,47,5,40,3,13.867204
2021,Brett Ritchie,CGY,F,41,9.7224,78,3,5,12,190,19,232,14,17.015355
2021,Christian Wolanin,LAK,D,9,14.6963,5,6,13,1,72,6,63,4,20.169434
2021,Henri Jokiharju,BUF,D,60,21.8794,73,12,60,10,756,79,653,58,11.735856
2021,Rocco Grimaldi,NSH,F,7,10.9286,5,5,0,1,41,2,50,1,14.811229
2021,Bo Horvat,VAN,F,70,19.4888,96,32,45,20,698,64,880,95,14.438875
2021,Sonny Milano,ANA,F,66,15.278,27,29,15,5,447,43,566,59,9.190023
2021,Carson Soucy,SEA,D,64,17.6599,118,23,73,21,557,59,553,57,19.185875
2021,Vince Dunn,SEA,D,73,20.6756,76,25,82,27,688,78,801,69,13.234402
2021,Blake Speers,ARI,F,2,9.1583,3,1,2,1,11,3,4,0,11.536039
2021,Joe Veleno,DET,F,66,13.2144,123,19,25,10,460,40,365,25,19.690952
2021,Marc Staal,DET,D,71,17.4237,94,13,75,14,741,88,524,63,12.592693
2021,Cole Sillinger,CBJ,F,79,13.7006,98,24,43,17,614,68,526,43,12.710352
2021,Travis Konecny,PHI,F,79,17.6137,80,22,34,21,690,82,865,72,9.565742
2021,Ryan Murray,COL,D,37,14.0874,32,4,41,1,293,29,265,19,15.157854
2021,Liam Foudy,CBJ,F,1,11.85,1,0,0,0,8,1,7,0,5.969773
2021,Brandon Duhaime,MIN,F,80,10.2181,201,16,18,33,427,36,371,30,21.21159
2021,Esa Lindell,DAL,D,76,22.0452,111,20,148,6,909,91,736,65,20.183239
2021,Boris Katchouk,CHI,F,59,9.9203,138,16,20,8,302,23,249,13,28.319156
2021,Casey Fitzgerald,BUF,D,36,16.875,86,13,35,7,340,44,280,20,18.833941
2021,Taylor Hall,BOS,F,81,16.4117,55,33,36,21,570,54,946,97,11.300335
2021,Jake Bean,CBJ,D,67,20.5682,41,21,71,13,807,74,661,65,10.535872
2021,Eetu Luostarinen,FLA,F,78,13.4374,103,38,46,6,591,53,531,41,18.158558
2021,Sean Couturier,PHI,F,29,20.3879,22,25,18,7,302,35,356,30,11.441107
2021,Nate Schmidt,WPG,D,77,20.2093,37,32,104,5,833,68,847,75,15.14639
